ID,lat,long
4788,55,322.5
4789,52.5,322.5
4790,50,322.5
4791,47.5,322.5
4792,45,322.5
4793,42.5,322.5
4794,40,322.5
4795,37.5,322.5
4796,35,322.5
4797,32.5,322.5
4798,30,322.5
4799,27.5,322.5
4800,25,322.5
4801,22.5,322.5
4802,20,322.5
4803,17.5,322.5
4804,15,322.5
4805,12.5,322.5
4806,10,322.5
4807,7.5,322.5
4808,5,322.5
4809,2.5,322.5
4810,0,322.5
4811,90,325
4812,87.5,325
4813,85,325
4814,82.5,325
4815,80,325
4816,77.5,325
4817,75,325
4818,72.5,325
4819,70,325
4820,67.5,325
4821,65,325
4822,62.5,325
4823,60,325
4824,57.5,325
4825,55,325
4826,52.5,325
4827,50,325
4828,47.5,325
4829,45,325
4830,42.5,325
4831,40,325
4832,37.5,325
4833,35,325
4834,32.5,325
4835,30,325
4836,27.5,325
4837,25,325
4838,22.5,325
4839,20,325
4840,17.5,325
4841,15,325
4842,12.5,325
4843,10,325
4844,7.5,325
4845,5,325
4846,2.5,325
4847,0,325
4848,90,327.5
4849,87.5,327.5
4850,85,327.5
4851,82.5,327.5
4852,80,327.5
4853,77.5,327.5
4854,75,327.5
4855,72.5,327.5
4856,70,327.5
4857,67.5,327.5
4858,65,327.5
4859,62.5,327.5
4860,60,327.5
4861,57.5,327.5
4862,55,327.5
4863,52.5,327.5
4864,50,327.5
4865,47.5,327.5
4866,45,327.5
4867,42.5,327.5
4868,40,327.5
4869,37.5,327.5
4870,35,327.5
4871,32.5,327.5
4872,30,327.5
4873,27.5,327.5
4874,25,327.5
4875,22.5,327.5
4876,20,327.5
4877,17.5,327.5
4878,15,327.5
4879,12.5,327.5
4880,10,327.5
4881,7.5,327.5
4882,5,327.5
4883,2.5,327.5
4884,0,327.5
4885,90,330
4886,87.5,330
4887,85,330
4888,82.5,330
4889,80,330
4890,77.5,330
4891,75,330
4892,72.5,330
4893,70,330
4894,67.5,330
4895,65,330
4896,62.5,330
4897,60,330
4898,57.5,330
4899,55,330
4900,52.5,330
4901,50,330
4902,47.5,330
4903,45,330
4904,42.5,330
4905,40,330
4906,37.5,330
4907,35,330
4908,32.5,330
4909,30,330
4910,27.5,330
4911,25,330
4912,22.5,330
4913,20,330
4914,17.5,330
4915,15,330
4916,12.5,330
4917,10,330
4918,7.5,330
4919,5,330
4920,2.5,330
4921,0,330
4922,90,332.5
4923,87.5,332.5
4924,85,332.5
4925,82.5,332.5
4926,80,332.5
4927,77.5,332.5
4928,75,332.5
4929,72.5,332.5
4930,70,332.5
4931,67.5,332.5
4932,65,332.5
4933,62.5,332.5
4934,60,332.5
4935,57.5,332.5
4936,55,332.5
4937,52.5,332.5
4938,50,332.5
4939,47.5,332.5
4940,45,332.5
4941,42.5,332.5
4942,40,332.5
4943,37.5,332.5
4944,35,332.5
4945,32.5,332.5
4946,30,332.5
4947,27.5,332.5
4948,25,332.5
4949,22.5,332.5
4950,20,332.5
4951,17.5,332.5
4952,15,332.5
4953,12.5,332.5
4954,10,332.5
4955,7.5,332.5
4956,5,332.5
4957,2.5,332.5
4958,0,332.5
4959,90,335
4960,87.5,335
4961,85,335
4962,82.5,335
4963,80,335
4964,77.5,335
4965,75,335
4966,72.5,335
4967,70,335
4968,67.5,335
4969,65,335
4970,62.5,335
4971,60,335
4972,57.5,335
4973,55,335
4974,52.5,335
4975,50,335
4976,47.5,335
4977,45,335
4978,42.5,335
4979,40,335
4980,37.5,335
4981,35,335
4982,32.5,335
4983,30,335
4984,27.5,335
4985,25,335
4986,22.5,335
4987,20,335
4988,17.5,335
4989,15,335
4990,12.5,335
4991,10,335
4992,7.5,335
4993,5,335
4994,2.5,335
4995,0,335
4996,90,337.5
4997,87.5,337.5
4998,85,337.5
4999,82.5,337.5
5000,80,337.5
5001,77.5,337.5
5002,75,337.5
5003,72.5,337.5
5004,70,337.5
5005,67.5,337.5
5006,65,337.5
5007,62.5,337.5
5008,60,337.5
5009,57.5,337.5
5010,55,337.5
5011,52.5,337.5
5012,50,337.5
5013,47.5,337.5
5014,45,337.5
5015,42.5,337.5
5016,40,337.5
5017,37.5,337.5
5018,35,337.5
5019,32.5,337.5
5020,30,337.5
5021,27.5,337.5
5022,25,337.5
5023,22.5,337.5
5024,20,337.5
5025,17.5,337.5
5026,15,337.5
5027,12.5,337.5
5028,10,337.5
5029,7.5,337.5
5030,5,337.5
5031,2.5,337.5
5032,0,337.5
5033,90,340
5034,87.5,340
5035,85,340
5036,82.5,340
5037,80,340
5038,77.5,340
5039,75,340
5040,72.5,340
5041,70,340
5042,67.5,340
5043,65,340
5044,62.5,340
5045,60,340
5046,57.5,340
5047,55,340
5048,52.5,340
5049,50,340
5050,47.5,340
5051,45,340
5052,42.5,340
5053,40,340
5054,37.5,340
5055,35,340
5056,32.5,340
5057,30,340
5058,27.5,340
5059,25,340
5060,22.5,340
5061,20,340
5062,17.5,340
5063,15,340
5064,12.5,340
5065,10,340
5066,7.5,340
5067,5,340
5068,2.5,340
5069,0,340
5070,90,342.5
5071,87.5,342.5
5072,85,342.5
5073,82.5,342.5
5074,80,342.5
5075,77.5,342.5
5076,75,342.5
5077,72.5,342.5
5078,70,342.5
5079,67.5,342.5
5080,65,342.5
5081,62.5,342.5
5082,60,342.5
5083,57.5,342.5
5084,55,342.5
5085,52.5,342.5
5086,50,342.5
5087,47.5,342.5
5088,45,342.5
5089,42.5,342.5
5090,40,342.5
5091,37.5,342.5
5092,35,342.5
5093,32.5,342.5
5094,30,342.5
5095,27.5,342.5
5096,25,342.5
5097,22.5,342.5
5098,20,342.5
5099,17.5,342.5
5100,15,342.5
5101,12.5,342.5
5102,10,342.5
5103,7.5,342.5
5104,5,342.5
5105,2.5,342.5
5106,0,342.5
5107,90,345
5108,87.5,345
5109,85,345
5110,82.5,345
5111,80,345
5112,77.5,345
5113,75,345
5114,72.5,345
5115,70,345
5116,67.5,345
5117,65,345
5118,62.5,345
5119,60,345
5120,57.5,345
5121,55,345
5122,52.5,345
5123,50,345
5124,47.5,345
5125,45,345
5126,42.5,345
5127,40,345
5128,37.5,345
5129,35,345
5130,32.5,345
5131,30,345
5132,27.5,345
5133,25,345
5134,22.5,345
5135,20,345
5136,17.5,345
5137,15,345
5138,12.5,345
5139,10,345
5140,7.5,345
5141,5,345
5142,2.5,345
5143,0,345
5144,90,347.5
5145,87.5,347.5
5146,85,347.5
5147,82.5,347.5
5148,80,347.5
5149,77.5,347.5
5150,75,347.5
5151,72.5,347.5
5152,70,347.5
5153,67.5,347.5
5154,65,347.5
5155,62.5,347.5
5156,60,347.5
5157,57.5,347.5
5158,55,347.5
5159,52.5,347.5
5160,50,347.5
5161,47.5,347.5
5162,45,347.5
5163,42.5,347.5
5164,40,347.5
5165,37.5,347.5
5166,35,347.5
5167,32.5,347.5
5168,30,347.5
5169,27.5,347.5
5170,25,347.5
5171,22.5,347.5
5172,20,347.5
5173,17.5,347.5
5174,15,347.5
5175,12.5,347.5
5176,10,347.5
5177,7.5,347.5
5178,5,347.5
5179,2.5,347.5
5180,0,347.5
5181,90,350
5182,87.5,350
5183,85,350
5184,82.5,350
5185,80,350
5186,77.5,350
5187,75,350
5188,72.5,350
5189,70,350
5190,67.5,350
5191,65,350
5192,62.5,350
5193,60,350
5194,57.5,350
5195,55,350
5196,52.5,350
5197,50,350
5198,47.5,350
5199,45,350
5200,42.5,350
5201,40,350
5202,37.5,350
5203,35,350
5204,32.5,350
5205,30,350
5206,27.5,350
5207,25,350
5208,22.5,350
5209,20,350
5210,17.5,350
5211,15,350
5212,12.5,350
5213,10,350
5214,7.5,350
5215,5,350
5216,2.5,350
5217,0,350
5218,90,352.5
5219,87.5,352.5
5220,85,352.5
5221,82.5,352.5
5222,80,352.5
5223,77.5,352.5
5224,75,352.5
5225,72.5,352.5
5226,70,352.5
5227,67.5,352.5
5228,65,352.5
5229,62.5,352.5
5230,60,352.5
5231,57.5,352.5
5232,55,352.5
5233,52.5,352.5
5234,50,352.5
5235,47.5,352.5
5236,45,352.5
5237,42.5,352.5
5238,40,352.5
5239,37.5,352.5
5240,35,352.5
5241,32.5,352.5
5242,30,352.5
5243,27.5,352.5
5244,25,352.5
5245,22.5,352.5
5246,20,352.5
5247,17.5,352.5
5248,15,352.5
5249,12.5,352.5
5250,10,352.5
5251,7.5,352.5
5252,5,352.5
5253,2.5,352.5
5254,0,352.5
5255,90,355
5256,87.5,355
5257,85,355
5258,82.5,355
5259,80,355
5260,77.5,355
5261,75,355
5262,72.5,355
5263,70,355
5264,67.5,355
5265,65,355
5266,62.5,355
5267,60,355
5268,57.5,355
5269,55,355
5270,52.5,355
5271,50,355
5272,47.5,355
5273,45,355
5274,42.5,355
5275,40,355
5276,37.5,355
5277,35,355
5278,32.5,355
5279,30,355
5280,27.5,355
5281,25,355
5282,22.5,355
5283,20,355
5284,17.5,355
5285,15,355
5286,12.5,355
5287,10,355
5288,7.5,355
5289,5,355
5290,2.5,355
5291,0,355
5292,90,357.5
5293,87.5,357.5
5294,85,357.5
5295,82.5,357.5
5296,80,357.5
5297,77.5,357.5
5298,75,357.5
5299,72.5,357.5
5300,70,357.5
5301,67.5,357.5
5302,65,357.5
5303,62.5,357.5
5304,60,357.5
5305,57.5,357.5
5306,55,357.5
5307,52.5,357.5
5308,50,357.5
5309,47.5,357.5
5310,45,357.5
5311,42.5,357.5
5312,40,357.5
5313,37.5,357.5
5314,35,357.5
5315,32.5,357.5
5316,30,357.5
5317,27.5,357.5
5318,25,357.5
5319,22.5,357.5
5320,20,357.5
5321,17.5,357.5
5322,15,357.5
5323,12.5,357.5
5324,10,357.5
5325,7.5,357.5
5326,5,357.5
5327,2.5,357.5
5328,0,357.5
