ID,lat,long
1672,75,112.5
1673,72.5,112.5
1674,70,112.5
1675,67.5,112.5
1676,65,112.5
1677,62.5,112.5
1678,60,112.5
1679,57.5,112.5
1680,55,112.5
1681,52.5,112.5
1682,50,112.5
1683,47.5,112.5
1684,45,112.5
1685,42.5,112.5
1686,40,112.5
1687,37.5,112.5
1688,35,112.5
1689,32.5,112.5
1690,30,112.5
1691,27.5,112.5
1692,25,112.5
1693,22.5,112.5
1694,20,112.5
1695,17.5,112.5
1696,15,112.5
1697,12.5,112.5
1698,10,112.5
1699,7.5,112.5
1700,5,112.5
1701,2.5,112.5
1702,0,112.5
1703,90,115
1704,87.5,115
1705,85,115
1706,82.5,115
1707,80,115
1708,77.5,115
1709,75,115
1710,72.5,115
1711,70,115
1712,67.5,115
1713,65,115
1714,62.5,115
1715,60,115
1716,57.5,115
1717,55,115
1718,52.5,115
1719,50,115
1720,47.5,115
1721,45,115
1722,42.5,115
1723,40,115
1724,37.5,115
1725,35,115
1726,32.5,115
1727,30,115
1728,27.5,115
1729,25,115
1730,22.5,115
1731,20,115
1732,17.5,115
1733,15,115
1734,12.5,115
1735,10,115
1736,7.5,115
1737,5,115
1738,2.5,115
1739,0,115
1740,90,117.5
1741,87.5,117.5
1742,85,117.5
1743,82.5,117.5
1744,80,117.5
1745,77.5,117.5
1746,75,117.5
1747,72.5,117.5
1748,70,117.5
1749,67.5,117.5
1750,65,117.5
1751,62.5,117.5
1752,60,117.5
1753,57.5,117.5
1754,55,117.5
1755,52.5,117.5
1756,50,117.5
1757,47.5,117.5
1758,45,117.5
1759,42.5,117.5
1760,40,117.5
1761,37.5,117.5
1762,35,117.5
1763,32.5,117.5
1764,30,117.5
1765,27.5,117.5
1766,25,117.5
1767,22.5,117.5
1768,20,117.5
1769,17.5,117.5
1770,15,117.5
1771,12.5,117.5
1772,10,117.5
1773,7.5,117.5
1774,5,117.5
1775,2.5,117.5
1776,0,117.5
1777,90,120
1778,87.5,120
1779,85,120
1780,82.5,120
1781,80,120
1782,77.5,120
1783,75,120
1784,72.5,120
1785,70,120
1786,67.5,120
1787,65,120
1788,62.5,120
1789,60,120
1790,57.5,120
1791,55,120
1792,52.5,120
1793,50,120
1794,47.5,120
1795,45,120
1796,42.5,120
1797,40,120
1798,37.5,120
1799,35,120
1800,32.5,120
1801,30,120
1802,27.5,120
1803,25,120
1804,22.5,120
1805,20,120
1806,17.5,120
1807,15,120
1808,12.5,120
1809,10,120
1810,7.5,120
1811,5,120
1812,2.5,120
1813,0,120
1814,90,122.5
1815,87.5,122.5
1816,85,122.5
1817,82.5,122.5
1818,80,122.5
1819,77.5,122.5
1820,75,122.5
1821,72.5,122.5
1822,70,122.5
1823,67.5,122.5
1824,65,122.5
1825,62.5,122.5
1826,60,122.5
1827,57.5,122.5
1828,55,122.5
1829,52.5,122.5
1830,50,122.5
1831,47.5,122.5
1832,45,122.5
1833,42.5,122.5
1834,40,122.5
1835,37.5,122.5
1836,35,122.5
1837,32.5,122.5
1838,30,122.5
1839,27.5,122.5
1840,25,122.5
1841,22.5,122.5
1842,20,122.5
1843,17.5,122.5
1844,15,122.5
1845,12.5,122.5
1846,10,122.5
1847,7.5,122.5
1848,5,122.5
1849,2.5,122.5
1850,0,122.5
1851,90,125
1852,87.5,125
1853,85,125
1854,82.5,125
1855,80,125
1856,77.5,125
1857,75,125
1858,72.5,125
1859,70,125
1860,67.5,125
1861,65,125
1862,62.5,125
1863,60,125
1864,57.5,125
1865,55,125
1866,52.5,125
1867,50,125
1868,47.5,125
1869,45,125
1870,42.5,125
1871,40,125
1872,37.5,125
1873,35,125
1874,32.5,125
1875,30,125
1876,27.5,125
1877,25,125
1878,22.5,125
1879,20,125
1880,17.5,125
1881,15,125
1882,12.5,125
1883,10,125
1884,7.5,125
1885,5,125
1886,2.5,125
1887,0,125
1888,90,127.5
1889,87.5,127.5
1890,85,127.5
1891,82.5,127.5
1892,80,127.5
1893,77.5,127.5
1894,75,127.5
1895,72.5,127.5
1896,70,127.5
1897,67.5,127.5
1898,65,127.5
1899,62.5,127.5
1900,60,127.5
1901,57.5,127.5
1902,55,127.5
1903,52.5,127.5
1904,50,127.5
1905,47.5,127.5
1906,45,127.5
1907,42.5,127.5
1908,40,127.5
1909,37.5,127.5
1910,35,127.5
1911,32.5,127.5
1912,30,127.5
1913,27.5,127.5
1914,25,127.5
1915,22.5,127.5
1916,20,127.5
1917,17.5,127.5
1918,15,127.5
1919,12.5,127.5
1920,10,127.5
1921,7.5,127.5
1922,5,127.5
1923,2.5,127.5
1924,0,127.5
1925,90,130
1926,87.5,130
1927,85,130
1928,82.5,130
1929,80,130
1930,77.5,130
1931,75,130
1932,72.5,130
1933,70,130
1934,67.5,130
1935,65,130
1936,62.5,130
1937,60,130
1938,57.5,130
1939,55,130
1940,52.5,130
1941,50,130
1942,47.5,130
1943,45,130
1944,42.5,130
1945,40,130
1946,37.5,130
1947,35,130
1948,32.5,130
1949,30,130
1950,27.5,130
1951,25,130
1952,22.5,130
1953,20,130
1954,17.5,130
1955,15,130
1956,12.5,130
1957,10,130
1958,7.5,130
1959,5,130
1960,2.5,130
1961,0,130
1962,90,132.5
1963,87.5,132.5
1964,85,132.5
1965,82.5,132.5
1966,80,132.5
1967,77.5,132.5
1968,75,132.5
1969,72.5,132.5
1970,70,132.5
1971,67.5,132.5
1972,65,132.5
1973,62.5,132.5
1974,60,132.5
1975,57.5,132.5
1976,55,132.5
1977,52.5,132.5
1978,50,132.5
1979,47.5,132.5
1980,45,132.5
1981,42.5,132.5
1982,40,132.5
1983,37.5,132.5
1984,35,132.5
1985,32.5,132.5
1986,30,132.5
1987,27.5,132.5
1988,25,132.5
1989,22.5,132.5
1990,20,132.5
1991,17.5,132.5
1992,15,132.5
1993,12.5,132.5
1994,10,132.5
1995,7.5,132.5
1996,5,132.5
1997,2.5,132.5
1998,0,132.5
1999,90,135
2000,87.5,135
2001,85,135
2002,82.5,135
2003,80,135
2004,77.5,135
2005,75,135
2006,72.5,135
2007,70,135
2008,67.5,135
2009,65,135
2010,62.5,135
2011,60,135
2012,57.5,135
2013,55,135
2014,52.5,135
2015,50,135
2016,47.5,135
2017,45,135
2018,42.5,135
2019,40,135
2020,37.5,135
2021,35,135
2022,32.5,135
2023,30,135
2024,27.5,135
2025,25,135
2026,22.5,135
2027,20,135
2028,17.5,135
2029,15,135
2030,12.5,135
2031,10,135
2032,7.5,135
2033,5,135
2034,2.5,135
2035,0,135
2036,90,137.5
2037,87.5,137.5
2038,85,137.5
2039,82.5,137.5
2040,80,137.5
2041,77.5,137.5
2042,75,137.5
2043,72.5,137.5
2044,70,137.5
2045,67.5,137.5
2046,65,137.5
2047,62.5,137.5
2048,60,137.5
2049,57.5,137.5
2050,55,137.5
2051,52.5,137.5
2052,50,137.5
2053,47.5,137.5
2054,45,137.5
2055,42.5,137.5
2056,40,137.5
2057,37.5,137.5
2058,35,137.5
2059,32.5,137.5
2060,30,137.5
2061,27.5,137.5
2062,25,137.5
2063,22.5,137.5
2064,20,137.5
2065,17.5,137.5
2066,15,137.5
2067,12.5,137.5
2068,10,137.5
2069,7.5,137.5
2070,5,137.5
2071,2.5,137.5
2072,0,137.5
2073,90,140
2074,87.5,140
2075,85,140
2076,82.5,140
2077,80,140
2078,77.5,140
2079,75,140
2080,72.5,140
2081,70,140
2082,67.5,140
2083,65,140
2084,62.5,140
2085,60,140
2086,57.5,140
2087,55,140
2088,52.5,140
2089,50,140
2090,47.5,140
2091,45,140
2092,42.5,140
2093,40,140
2094,37.5,140
2095,35,140
2096,32.5,140
2097,30,140
2098,27.5,140
2099,25,140
2100,22.5,140
2101,20,140
2102,17.5,140
2103,15,140
2104,12.5,140
2105,10,140
2106,7.5,140
2107,5,140
2108,2.5,140
2109,0,140
2110,90,142.5
2111,87.5,142.5
2112,85,142.5
2113,82.5,142.5
2114,80,142.5
2115,77.5,142.5
2116,75,142.5
2117,72.5,142.5
2118,70,142.5
2119,67.5,142.5
2120,65,142.5
2121,62.5,142.5
2122,60,142.5
2123,57.5,142.5
2124,55,142.5
2125,52.5,142.5
2126,50,142.5
2127,47.5,142.5
2128,45,142.5
2129,42.5,142.5
2130,40,142.5
2131,37.5,142.5
2132,35,142.5
2133,32.5,142.5
2134,30,142.5
2135,27.5,142.5
2136,25,142.5
2137,22.5,142.5
2138,20,142.5
2139,17.5,142.5
2140,15,142.5
2141,12.5,142.5
2142,10,142.5
2143,7.5,142.5
2144,5,142.5
2145,2.5,142.5
2146,0,142.5
2147,90,145
2148,87.5,145
2149,85,145
2150,82.5,145
2151,80,145
2152,77.5,145
2153,75,145
2154,72.5,145
2155,70,145
2156,67.5,145
2157,65,145
2158,62.5,145
2159,60,145
2160,57.5,145
2161,55,145
2162,52.5,145
2163,50,145
2164,47.5,145
2165,45,145
2166,42.5,145
2167,40,145
2168,37.5,145
2169,35,145
2170,32.5,145
2171,30,145
2172,27.5,145
2173,25,145
2174,22.5,145
2175,20,145
2176,17.5,145
2177,15,145
2178,12.5,145
2179,10,145
2180,7.5,145
2181,5,145
2182,2.5,145
2183,0,145
2184,90,147.5
2185,87.5,147.5
2186,85,147.5
2187,82.5,147.5
2188,80,147.5
2189,77.5,147.5
2190,75,147.5
2191,72.5,147.5
2192,70,147.5
2193,67.5,147.5
2194,65,147.5
2195,62.5,147.5
2196,60,147.5
2197,57.5,147.5
2198,55,147.5
2199,52.5,147.5
2200,50,147.5
2201,47.5,147.5
2202,45,147.5
2203,42.5,147.5
2204,40,147.5
2205,37.5,147.5
2206,35,147.5
2207,32.5,147.5
2208,30,147.5
2209,27.5,147.5
2210,25,147.5
2211,22.5,147.5
2212,20,147.5
2213,17.5,147.5
2214,15,147.5
2215,12.5,147.5
2216,10,147.5
2217,7.5,147.5
2218,5,147.5
2219,2.5,147.5
2220,0,147.5
2221,90,150
2222,87.5,150
2223,85,150
2224,82.5,150
2225,80,150
2226,77.5,150
2227,75,150
2228,72.5,150
2229,70,150
2230,67.5,150
2231,65,150
2232,62.5,150
2233,60,150
2234,57.5,150
2235,55,150
2236,52.5,150
2237,50,150
2238,47.5,150
2239,45,150
2240,42.5,150
2241,40,150
2242,37.5,150
2243,35,150
2244,32.5,150
2245,30,150
2246,27.5,150
2247,25,150
2248,22.5,150
2249,20,150
2250,17.5,150
2251,15,150
2252,12.5,150
2253,10,150
2254,7.5,150
2255,5,150
2256,2.5,150
2257,0,150
2258,90,152.5
2259,87.5,152.5
2260,85,152.5
2261,82.5,152.5
2262,80,152.5
2263,77.5,152.5
2264,75,152.5
2265,72.5,152.5
2266,70,152.5
2267,67.5,152.5
2268,65,152.5
2269,62.5,152.5
2270,60,152.5
2271,57.5,152.5
2272,55,152.5
2273,52.5,152.5
2274,50,152.5
2275,47.5,152.5
2276,45,152.5
2277,42.5,152.5
2278,40,152.5
2279,37.5,152.5
2280,35,152.5
2281,32.5,152.5
2282,30,152.5
2283,27.5,152.5
2284,25,152.5
2285,22.5,152.5
2286,20,152.5
2287,17.5,152.5
2288,15,152.5
2289,12.5,152.5
2290,10,152.5
2291,7.5,152.5
2292,5,152.5
2293,2.5,152.5
2294,0,152.5
2295,90,155
2296,87.5,155
2297,85,155
2298,82.5,155
2299,80,155
2300,77.5,155
2301,75,155
2302,72.5,155
2303,70,155
2304,67.5,155
2305,65,155
2306,62.5,155
2307,60,155
2308,57.5,155
2309,55,155
2310,52.5,155
2311,50,155
2312,47.5,155
2313,45,155
2314,42.5,155
2315,40,155
2316,37.5,155
2317,35,155
2318,32.5,155
2319,30,155
2320,27.5,155
2321,25,155
2322,22.5,155
2323,20,155
2324,17.5,155
2325,15,155
2326,12.5,155
2327,10,155
2328,7.5,155
2329,5,155
2330,2.5,155
2331,0,155
2332,90,157.5
2333,87.5,157.5
2334,85,157.5
2335,82.5,157.5
2336,80,157.5
2337,77.5,157.5
2338,75,157.5
2339,72.5,157.5
2340,70,157.5
2341,67.5,157.5
2342,65,157.5
2343,62.5,157.5
2344,60,157.5
2345,57.5,157.5
2346,55,157.5
2347,52.5,157.5
2348,50,157.5
2349,47.5,157.5
2350,45,157.5
2351,42.5,157.5
2352,40,157.5
2353,37.5,157.5
2354,35,157.5
2355,32.5,157.5
2356,30,157.5
2357,27.5,157.5
2358,25,157.5
2359,22.5,157.5
2360,20,157.5
2361,17.5,157.5
2362,15,157.5
2363,12.5,157.5
2364,10,157.5
2365,7.5,157.5
2366,5,157.5
2367,2.5,157.5
2368,0,157.5
2369,90,160
2370,87.5,160
2371,85,160
2372,82.5,160
2373,80,160
2374,77.5,160
2375,75,160
2376,72.5,160
2377,70,160
2378,67.5,160
2379,65,160
2380,62.5,160
2381,60,160
2382,57.5,160
2383,55,160
2384,52.5,160
2385,50,160
2386,47.5,160
2387,45,160
2388,42.5,160
2389,40,160
2390,37.5,160
2391,35,160
2392,32.5,160
2393,30,160
2394,27.5,160
2395,25,160
2396,22.5,160
2397,20,160
2398,17.5,160
2399,15,160
2400,12.5,160
2401,10,160
2402,7.5,160
2403,5,160
2404,2.5,160
2405,0,160
2406,90,162.5
2407,87.5,162.5
2408,85,162.5
2409,82.5,162.5
2410,80,162.5
2411,77.5,162.5
2412,75,162.5
2413,72.5,162.5
2414,70,162.5
2415,67.5,162.5
2416,65,162.5
2417,62.5,162.5
2418,60,162.5
2419,57.5,162.5
2420,55,162.5
2421,52.5,162.5
2422,50,162.5
2423,47.5,162.5
2424,45,162.5
2425,42.5,162.5
2426,40,162.5
2427,37.5,162.5
2428,35,162.5
2429,32.5,162.5
2430,30,162.5
2431,27.5,162.5
2432,25,162.5
2433,22.5,162.5
2434,20,162.5
2435,17.5,162.5
2436,15,162.5
2437,12.5,162.5
2438,10,162.5
2439,7.5,162.5
2440,5,162.5
2441,2.5,162.5
2442,0,162.5
2443,90,165
2444,87.5,165
2445,85,165
2446,82.5,165
2447,80,165
2448,77.5,165
2449,75,165
2450,72.5,165
2451,70,165
2452,67.5,165
2453,65,165
2454,62.5,165
2455,60,165
2456,57.5,165
2457,55,165
2458,52.5,165
2459,50,165
2460,47.5,165
2461,45,165
2462,42.5,165
2463,40,165
2464,37.5,165
2465,35,165
2466,32.5,165
2467,30,165
2468,27.5,165
2469,25,165
2470,22.5,165
2471,20,165
2472,17.5,165
2473,15,165
2474,12.5,165
2475,10,165
2476,7.5,165
2477,5,165
2478,2.5,165
2479,0,165
2480,90,167.5
2481,87.5,167.5
2482,85,167.5
2483,82.5,167.5
2484,80,167.5
2485,77.5,167.5
2486,75,167.5
2487,72.5,167.5
2488,70,167.5
2489,67.5,167.5
2490,65,167.5
2491,62.5,167.5
2492,60,167.5
2493,57.5,167.5
2494,55,167.5
2495,52.5,167.5
2496,50,167.5
2497,47.5,167.5
2498,45,167.5
2499,42.5,167.5
2500,40,167.5
2501,37.5,167.5
2502,35,167.5
2503,32.5,167.5
2504,30,167.5
2505,27.5,167.5
2506,25,167.5
2507,22.5,167.5
2508,20,167.5
2509,17.5,167.5
2510,15,167.5
2511,12.5,167.5
2512,10,167.5
2513,7.5,167.5
2514,5,167.5
2515,2.5,167.5
2516,0,167.5
2517,90,170
2518,87.5,170
2519,85,170
2520,82.5,170
2521,80,170
2522,77.5,170
2523,75,170
2524,72.5,170
2525,70,170
2526,67.5,170
2527,65,170
2528,62.5,170
2529,60,170
2530,57.5,170
2531,55,170
2532,52.5,170
2533,50,170
2534,47.5,170
2535,45,170
2536,42.5,170
2537,40,170
2538,37.5,170
2539,35,170
2540,32.5,170
2541,30,170
2542,27.5,170
2543,25,170
2544,22.5,170
2545,20,170
2546,17.5,170
2547,15,170
2548,12.5,170
2549,10,170
2550,7.5,170
2551,5,170
2552,2.5,170
2553,0,170
2554,90,172.5
2555,87.5,172.5
2556,85,172.5
2557,82.5,172.5
2558,80,172.5
2559,77.5,172.5
2560,75,172.5
2561,72.5,172.5
2562,70,172.5
2563,67.5,172.5
2564,65,172.5
2565,62.5,172.5
2566,60,172.5
2567,57.5,172.5
2568,55,172.5
2569,52.5,172.5
2570,50,172.5
2571,47.5,172.5
2572,45,172.5
2573,42.5,172.5
2574,40,172.5
2575,37.5,172.5
2576,35,172.5
2577,32.5,172.5
2578,30,172.5
2579,27.5,172.5
2580,25,172.5
2581,22.5,172.5
2582,20,172.5
2583,17.5,172.5
2584,15,172.5
2585,12.5,172.5
2586,10,172.5
2587,7.5,172.5
2588,5,172.5
2589,2.5,172.5
2590,0,172.5
2591,90,175
2592,87.5,175
2593,85,175
2594,82.5,175
2595,80,175
2596,77.5,175
2597,75,175
2598,72.5,175
2599,70,175
2600,67.5,175
2601,65,175
2602,62.5,175
2603,60,175
2604,57.5,175
2605,55,175
2606,52.5,175
2607,50,175
2608,47.5,175
2609,45,175
2610,42.5,175
2611,40,175
2612,37.5,175
2613,35,175
2614,32.5,175
2615,30,175
2616,27.5,175
2617,25,175
2618,22.5,175
2619,20,175
2620,17.5,175
2621,15,175
2622,12.5,175
2623,10,175
2624,7.5,175
2625,5,175
2626,2.5,175
2627,0,175
2628,90,177.5
2629,87.5,177.5
2630,85,177.5
2631,82.5,177.5
2632,80,177.5
2633,77.5,177.5
2634,75,177.5
2635,72.5,177.5
2636,70,177.5
2637,67.5,177.5
2638,65,177.5
2639,62.5,177.5
2640,60,177.5
2641,57.5,177.5
2642,55,177.5
2643,52.5,177.5
2644,50,177.5
2645,47.5,177.5
2646,45,177.5
2647,42.5,177.5
2648,40,177.5
2649,37.5,177.5
2650,35,177.5
2651,32.5,177.5
2652,30,177.5
2653,27.5,177.5
2654,25,177.5
2655,22.5,177.5
2656,20,177.5
2657,17.5,177.5
2658,15,177.5
2659,12.5,177.5
2660,10,177.5
2661,7.5,177.5
2662,5,177.5
2663,2.5,177.5
2664,0,177.5
2665,90,180
2666,87.5,180
2667,85,180
2668,82.5,180
2669,80,180
2670,77.5,180
2671,75,180
2672,72.5,180
2673,70,180
2674,67.5,180
2675,65,180
2676,62.5,180
2677,60,180
2678,57.5,180
2679,55,180
2680,52.5,180
2681,50,180
2682,47.5,180
2683,45,180
2684,42.5,180
2685,40,180
2686,37.5,180
2687,35,180
2688,32.5,180
2689,30,180
2690,27.5,180
2691,25,180
2692,22.5,180
2693,20,180
2694,17.5,180
2695,15,180
2696,12.5,180
2697,10,180
2698,7.5,180
2699,5,180
2700,2.5,180
2701,0,180
2702,90,182.5
2703,87.5,182.5
2704,85,182.5
2705,82.5,182.5
2706,80,182.5
2707,77.5,182.5
2708,75,182.5
2709,72.5,182.5
2710,70,182.5
2711,67.5,182.5
2712,65,182.5
2713,62.5,182.5
2714,60,182.5
2715,57.5,182.5
2716,55,182.5
2717,52.5,182.5
2718,50,182.5
2719,47.5,182.5
2720,45,182.5
2721,42.5,182.5
2722,40,182.5
2723,37.5,182.5
2724,35,182.5
2725,32.5,182.5
2726,30,182.5
2727,27.5,182.5
2728,25,182.5
2729,22.5,182.5
2730,20,182.5
2731,17.5,182.5
2732,15,182.5
2733,12.5,182.5
2734,10,182.5
2735,7.5,182.5
2736,5,182.5
2737,2.5,182.5
2738,0,182.5
2739,90,185
2740,87.5,185
2741,85,185
2742,82.5,185
2743,80,185
2744,77.5,185
2745,75,185
2746,72.5,185
2747,70,185
2748,67.5,185
2749,65,185
2750,62.5,185
2751,60,185
2752,57.5,185
2753,55,185
2754,52.5,185
2755,50,185
2756,47.5,185
2757,45,185
2758,42.5,185
2759,40,185
2760,37.5,185
2761,35,185
2762,32.5,185
2763,30,185
2764,27.5,185
2765,25,185
2766,22.5,185
2767,20,185
2768,17.5,185
2769,15,185
2770,12.5,185
2771,10,185
2772,7.5,185
2773,5,185
2774,2.5,185
2775,0,185
2776,90,187.5
2777,87.5,187.5
2778,85,187.5
2779,82.5,187.5
2780,80,187.5
2781,77.5,187.5
2782,75,187.5
2783,72.5,187.5
2784,70,187.5
2785,67.5,187.5
2786,65,187.5
2787,62.5,187.5
2788,60,187.5
2789,57.5,187.5
2790,55,187.5
2791,52.5,187.5
2792,50,187.5
2793,47.5,187.5
2794,45,187.5
2795,42.5,187.5
2796,40,187.5
2797,37.5,187.5
2798,35,187.5
2799,32.5,187.5
2800,30,187.5
2801,27.5,187.5
2802,25,187.5
2803,22.5,187.5
2804,20,187.5
2805,17.5,187.5
2806,15,187.5
2807,12.5,187.5
2808,10,187.5
2809,7.5,187.5
2810,5,187.5
2811,2.5,187.5
2812,0,187.5
2813,90,190
2814,87.5,190
2815,85,190
2816,82.5,190
2817,80,190
2818,77.5,190
2819,75,190
2820,72.5,190
2821,70,190
2822,67.5,190
2823,65,190
2824,62.5,190
2825,60,190
2826,57.5,190
2827,55,190
2828,52.5,190
2829,50,190
2830,47.5,190
2831,45,190
2832,42.5,190
2833,40,190
2834,37.5,190
2835,35,190
2836,32.5,190
2837,30,190
2838,27.5,190
2839,25,190
2840,22.5,190
2841,20,190
2842,17.5,190
2843,15,190
2844,12.5,190
2845,10,190
2846,7.5,190
2847,5,190
2848,2.5,190
2849,0,190
2850,90,192.5
2851,87.5,192.5
2852,85,192.5
2853,82.5,192.5
2854,80,192.5
2855,77.5,192.5
2856,75,192.5
2857,72.5,192.5
2858,70,192.5
2859,67.5,192.5
2860,65,192.5
2861,62.5,192.5
2862,60,192.5
2863,57.5,192.5
2864,55,192.5
2865,52.5,192.5
2866,50,192.5
2867,47.5,192.5
2868,45,192.5
2869,42.5,192.5
2870,40,192.5
2871,37.5,192.5
2872,35,192.5
2873,32.5,192.5
2874,30,192.5
2875,27.5,192.5
2876,25,192.5
2877,22.5,192.5
2878,20,192.5
2879,17.5,192.5
2880,15,192.5
2881,12.5,192.5
2882,10,192.5
2883,7.5,192.5
2884,5,192.5
2885,2.5,192.5
2886,0,192.5
2887,90,195
2888,87.5,195
2889,85,195
2890,82.5,195
2891,80,195
2892,77.5,195
2893,75,195
2894,72.5,195
2895,70,195
2896,67.5,195
2897,65,195
2898,62.5,195
2899,60,195
2900,57.5,195
2901,55,195
2902,52.5,195
2903,50,195
2904,47.5,195
2905,45,195
2906,42.5,195
2907,40,195
2908,37.5,195
2909,35,195
2910,32.5,195
2911,30,195
2912,27.5,195
2913,25,195
2914,22.5,195
2915,20,195
2916,17.5,195
2917,15,195
2918,12.5,195
2919,10,195
2920,7.5,195
2921,5,195
2922,2.5,195
2923,0,195
2924,90,197.5
2925,87.5,197.5
2926,85,197.5
2927,82.5,197.5
2928,80,197.5
2929,77.5,197.5
2930,75,197.5
2931,72.5,197.5
2932,70,197.5
2933,67.5,197.5
2934,65,197.5
2935,62.5,197.5
2936,60,197.5
2937,57.5,197.5
2938,55,197.5
2939,52.5,197.5
2940,50,197.5
2941,47.5,197.5
2942,45,197.5
2943,42.5,197.5
2944,40,197.5
2945,37.5,197.5
2946,35,197.5
2947,32.5,197.5
2948,30,197.5
2949,27.5,197.5
2950,25,197.5
2951,22.5,197.5
2952,20,197.5
2953,17.5,197.5
2954,15,197.5
2955,12.5,197.5
2956,10,197.5
2957,7.5,197.5
2958,5,197.5
2959,2.5,197.5
2960,0,197.5
2961,90,200
2962,87.5,200
2963,85,200
2964,82.5,200
2965,80,200
2966,77.5,200
2967,75,200
2968,72.5,200
2969,70,200
2970,67.5,200
2971,65,200
2972,62.5,200
2973,60,200
2974,57.5,200
2975,55,200
2976,52.5,200
2977,50,200
2978,47.5,200
2979,45,200
2980,42.5,200
2981,40,200
2982,37.5,200
2983,35,200
2984,32.5,200
2985,30,200
2986,27.5,200
2987,25,200
2988,22.5,200
2989,20,200
2990,17.5,200
2991,15,200
2992,12.5,200
2993,10,200
2994,7.5,200
2995,5,200
2996,2.5,200
2997,0,200
2998,90,202.5
2999,87.5,202.5
3000,85,202.5
3001,82.5,202.5
3002,80,202.5
3003,77.5,202.5
3004,75,202.5
3005,72.5,202.5
3006,70,202.5
3007,67.5,202.5
3008,65,202.5
3009,62.5,202.5
3010,60,202.5
3011,57.5,202.5
3012,55,202.5
3013,52.5,202.5
3014,50,202.5
3015,47.5,202.5
3016,45,202.5
3017,42.5,202.5
3018,40,202.5
3019,37.5,202.5
3020,35,202.5
3021,32.5,202.5
3022,30,202.5
3023,27.5,202.5
3024,25,202.5
3025,22.5,202.5
3026,20,202.5
3027,17.5,202.5
3028,15,202.5
3029,12.5,202.5
3030,10,202.5
3031,7.5,202.5
3032,5,202.5
3033,2.5,202.5
3034,0,202.5
3035,90,205
3036,87.5,205
3037,85,205
3038,82.5,205
3039,80,205
3040,77.5,205
3041,75,205
3042,72.5,205
3043,70,205
3044,67.5,205
3045,65,205
3046,62.5,205
3047,60,205
3048,57.5,205
3049,55,205
3050,52.5,205
3051,50,205
3052,47.5,205
3053,45,205
3054,42.5,205
3055,40,205
3056,37.5,205
3057,35,205
3058,32.5,205
3059,30,205
3060,27.5,205
3061,25,205
3062,22.5,205
3063,20,205
3064,17.5,205
3065,15,205
3066,12.5,205
3067,10,205
3068,7.5,205
3069,5,205
3070,2.5,205
3071,0,205
3072,90,207.5
3073,87.5,207.5
3074,85,207.5
3075,82.5,207.5
3076,80,207.5
3077,77.5,207.5
3078,75,207.5
3079,72.5,207.5
3080,70,207.5
3081,67.5,207.5
3082,65,207.5
3083,62.5,207.5
3084,60,207.5
3085,57.5,207.5
3086,55,207.5
3087,52.5,207.5
3088,50,207.5
3089,47.5,207.5
3090,45,207.5
3091,42.5,207.5
3092,40,207.5
3093,37.5,207.5
3094,35,207.5
3095,32.5,207.5
3096,30,207.5
3097,27.5,207.5
3098,25,207.5
3099,22.5,207.5
3100,20,207.5
3101,17.5,207.5
3102,15,207.5
3103,12.5,207.5
3104,10,207.5
3105,7.5,207.5
3106,5,207.5
3107,2.5,207.5
3108,0,207.5
3109,90,210
3110,87.5,210
3111,85,210
3112,82.5,210
3113,80,210
3114,77.5,210
3115,75,210
3116,72.5,210
3117,70,210
3118,67.5,210
3119,65,210
3120,62.5,210
3121,60,210
3122,57.5,210
3123,55,210
3124,52.5,210
3125,50,210
3126,47.5,210
3127,45,210
3128,42.5,210
3129,40,210
3130,37.5,210
3131,35,210
3132,32.5,210
3133,30,210
3134,27.5,210
3135,25,210
3136,22.5,210
3137,20,210
3138,17.5,210
3139,15,210
3140,12.5,210
3141,10,210
3142,7.5,210
3143,5,210
3144,2.5,210
3145,0,210
3146,90,212.5
3147,87.5,212.5
3148,85,212.5
3149,82.5,212.5
3150,80,212.5
3151,77.5,212.5
3152,75,212.5
3153,72.5,212.5
3154,70,212.5
3155,67.5,212.5
3156,65,212.5
3157,62.5,212.5
3158,60,212.5
3159,57.5,212.5
3160,55,212.5
3161,52.5,212.5
3162,50,212.5
3163,47.5,212.5
3164,45,212.5
3165,42.5,212.5
3166,40,212.5
3167,37.5,212.5
3168,35,212.5
3169,32.5,212.5
3170,30,212.5
3171,27.5,212.5
3172,25,212.5
3173,22.5,212.5
3174,20,212.5
3175,17.5,212.5
3176,15,212.5
3177,12.5,212.5
3178,10,212.5
3179,7.5,212.5
3180,5,212.5
3181,2.5,212.5
3182,0,212.5
3183,90,215
3184,87.5,215
3185,85,215
3186,82.5,215
3187,80,215
3188,77.5,215
3189,75,215
3190,72.5,215
3191,70,215
3192,67.5,215
3193,65,215
3194,62.5,215
3195,60,215
3196,57.5,215
3197,55,215
3198,52.5,215
3199,50,215
3200,47.5,215
3201,45,215
3202,42.5,215
3203,40,215
3204,37.5,215
3205,35,215
3206,32.5,215
3207,30,215
3208,27.5,215
3209,25,215
3210,22.5,215
3211,20,215
3212,17.5,215
3213,15,215
3214,12.5,215
3215,10,215
3216,7.5,215
3217,5,215
3218,2.5,215
3219,0,215
3220,90,217.5
3221,87.5,217.5
3222,85,217.5
3223,82.5,217.5
3224,80,217.5
3225,77.5,217.5
3226,75,217.5
3227,72.5,217.5
3228,70,217.5
3229,67.5,217.5
